window,turbine_id,section,baseline,model,mode,scope,lead_start,lead_end,label,n,mae,rmse,bias,nmae,nrmse,nbias,sde,fit_a,fit_b,skill_pct,pinball_mean,coverage_p10_p90
Jan 2026,T2,ceiling,era5_refit_lomo,,weather_explainable,h25-48,25,48,left,636,0.169474,0.223362,0.010069,0.169474,0.223362,0.010069,0.223135,0.663000,5.765000,,,
Jan 2026,T2,ceiling,perfect_wind,,all,all,1,48,left,1440,0.033377,0.068805,0.012900,0.033377,0.068805,0.012900,0.067585,,,,,
Jan 2026,T2,ceiling,perfect_wind,,all,h1-24,1,24,left,720,0.033272,0.068774,0.013273,0.033272,0.068774,0.013273,0.067481,,,,,
Jan 2026,T2,ceiling,perfect_wind,,all,h25-48,25,48,left,720,0.033482,0.068836,0.012527,0.033482,0.068836,0.012527,0.067687,,,,,
Jan 2026,T2,ceiling,perfect_wind,,weather_explainable,all,1,48,left,1272,0.022753,0.031064,-0.000328,0.022753,0.031064,-0.000328,0.031063,,,,,
Jan 2026,T2,ceiling,perfect_wind,,weather_explainable,h1-24,1,24,left,636,0.022634,0.030986,0.000094,0.022634,0.030986,0.000094,0.030986,,,,,
Jan 2026,T2,ceiling,perfect_wind,,weather_explainable,h25-48,25,48,left,636,0.022872,0.031143,-0.000750,0.022872,0.031143,-0.000750,0.031134,,,,,
Jan 2026,T2,honest,constant_median,,all,all,1,48,left,1440,0.268851,0.344704,-0.078677,0.268851,0.344704,-0.078677,0.335605,,,,,
Jan 2026,T2,honest,constant_median,,all,h1-24,1,24,left,720,0.267694,0.342937,-0.075333,0.267694,0.342937,-0.075333,0.334560,,,,,
Jan 2026,T2,honest,constant_median,,all,h25-48,25,48,left,720,0.270007,0.346462,-0.082021,0.270007,0.346462,-0.082021,0.336613,,,,,
Jan 2026,T2,honest,constant_median,,weather_explainable,all,1,48,left,1272,0.282263,0.360227,-0.101925,0.282263,0.360227,-0.101925,0.345507,,,,,
Jan 2026,T2,honest,constant_median,,weather_explainable,h1-24,1,24,left,636,0.280946,0.358308,-0.098132,0.280946,0.358308,-0.098132,0.344608,,,,,
Jan 2026,T2,honest,constant_median,,weather_explainable,h25-48,25,48,left,636,0.283580,0.362136,-0.105718,0.283580,0.362136,-0.105718,0.346361,,,,,
Jan 2026,T2,honest,madsen_new_reference,,all,all,1,48,left,1440,0.290846,0.332259,0.078125,0.290846,0.332259,0.078125,0.322944,,,,,
Jan 2026,T2,honest,madsen_new_reference,,all,h1-24,1,24,left,720,0.277601,0.323303,0.078376,0.277601,0.323303,0.078376,0.313659,,,,,
Jan 2026,T2,honest,madsen_new_reference,,all,h25-48,25,48,left,720,0.304091,0.340980,0.077874,0.304091,0.340980,0.077874,0.331968,,,,,
Jan 2026,T2,honest,madsen_new_reference,,weather_explainable,all,1,48,left,1272,0.294689,0.337295,0.057549,0.294689,0.337295,0.057549,0.332349,,,,,
Jan 2026,T2,honest,madsen_new_reference,,weather_explainable,h1-24,1,24,left,636,0.282977,0.329678,0.061315,0.282977,0.329678,0.061315,0.323926,,,,,
Jan 2026,T2,honest,madsen_new_reference,,weather_explainable,h25-48,25,48,left,636,0.306401,0.344744,0.053784,0.306401,0.344744,0.053784,0.340523,,,,,
Jan 2026,T2,honest,month_hour_climatology,,all,all,1,48,left,1440,0.305031,0.342167,0.082812,0.305031,0.342167,0.082812,0.331994,,,,,
Jan 2026,T2,honest,month_hour_climatology,,all,h1-24,1,24,left,720,0.305792,0.342989,0.086156,0.305792,0.342989,0.086156,0.331992,,,,,
Jan 2026,T2,honest,month_hour_climatology,,all,h25-48,25,48,left,720,0.304270,0.341342,0.079469,0.304270,0.341342,0.079469,0.331963,,,,,
Jan 2026,T2,honest,month_hour_climatology,,weather_explainable,all,1,48,left,1272,0.307793,0.346441,0.059773,0.307793,0.346441,0.059773,0.341246,,,,,
Jan 2026,T2,honest,month_hour_climatology,,weather_explainable,h1-24,1,24,left,636,0.308654,0.347361,0.063558,0.308654,0.347361,0.063558,0.341497,,,,,
Jan 2026,T2,honest,month_hour_climatology,,weather_explainable,h25-48,25,48,left,636,0.306932,0.345519,0.055987,0.306932,0.345519,0.055987,0.340953,,,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,all,1,48,left,1440,0.212250,0.267407,0.105382,0.212250,0.267407,0.105382,0.245767,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h1-24,1,24,left,720,0.204462,0.259193,0.102028,0.204462,0.259193,0.102028,0.238267,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,all,h25-48,25,48,left,720,0.220037,0.275377,0.108736,0.220037,0.275377,0.108736,0.252999,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,all,1,48,left,1272,0.215511,0.271357,0.097413,0.215511,0.271357,0.097413,0.253269,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h1-24,1,24,left,636,0.206231,0.261551,0.093328,0.206231,0.261551,0.093328,0.244333,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,ecmwf_ifs025,weather_explainable,h25-48,25,48,left,636,0.224790,0.280820,0.101499,0.224790,0.280820,0.101499,0.261836,0.364000,9.150000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,all,all,1,48,left,1440,0.216174,0.277406,0.123165,0.216174,0.277406,0.123165,0.248564,0.367000,7.690000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,all,h1-24,1,24,left,720,0.205577,0.262139,0.127628,0.205577,0.262139,0.127628,0.228972,0.367000,7.690000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,all,h25-48,25,48,left,720,0.226772,0.291875,0.118703,0.226772,0.291875,0.118703,0.266646,0.367000,7.690000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,all,1,48,left,1272,0.208892,0.269410,0.104578,0.208892,0.269410,0.104578,0.248284,0.367000,7.690000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,h1-24,1,24,left,636,0.194664,0.249406,0.107552,0.194664,0.249406,0.107552,0.225024,0.367000,7.690000,,,
Jan 2026,T2,honest,previous_runs_refit_curve,icon_global,weather_explainable,h25-48,25,48,left,636,0.223121,0.288027,0.101603,0.223121,0.288027,0.101603,0.269512,0.367000,7.690000,,,
Jan 2026,T2,honest,same_hour_yesterday,,all,all,1,48,left,1440,0.391501,0.507313,-0.014057,0.391501,0.507313,-0.014057,0.507118,,,,,
Jan 2026,T2,honest,same_hour_yesterday,,all,h1-24,1,24,left,720,0.392926,0.509234,-0.021426,0.392926,0.509234,-0.021426,0.508783,,,,,
Jan 2026,T2,honest,same_hour_yesterday,,all,h25-48,25,48,left,720,0.390076,0.505384,-0.006687,0.390076,0.505384,-0.006687,0.505340,,,,,
Jan 2026,T2,honest,same_hour_yesterday,,weather_explainable,all,1,48,left,1272,0.396563,0.512026,-0.045772,0.396563,0.512026,-0.045772,0.509976,,,,,
Jan 2026,T2,honest,same_hour_yesterday,,weather_explainable,h1-24,1,24,left,636,0.398176,0.514181,-0.054114,0.398176,0.514181,-0.054114,0.511326,,,,,
Jan 2026,T2,honest,same_hour_yesterday,,weather_explainable,h25-48,25,48,left,636,0.394950,0.509862,-0.037429,0.394950,0.509862,-0.037429,0.508487,,,,,
Jan 2026,T2,honest,zero,,all,all,1,48,left,1440,0.307066,0.454749,-0.307066,0.307066,0.454749,-0.307066,0.335421,,,,,
Jan 2026,T2,honest,zero,,all,h1-24,1,24,left,720,0.303722,0.451666,-0.303722,0.303722,0.451666,-0.303722,0.334298,,,,,
Jan 2026,T2,honest,zero,,all,h25-48,25,48,left,720,0.310410,0.457811,-0.310410,0.310410,0.457811,-0.310410,0.336507,,,,,
Jan 2026,T2,honest,zero,,weather_explainable,all,1,48,left,1272,0.330334,0.477860,-0.330334,0.330334,0.477860,-0.330334,0.345297,,,,,
Jan 2026,T2,honest,zero,,weather_explainable,h1-24,1,24,left,636,0.326549,0.474539,-0.326549,0.326549,0.474539,-0.326549,0.344315,,,,,
Jan 2026,T2,honest,zero,,weather_explainable,h25-48,25,48,left,636,0.334119,0.481159,-0.334119,0.334119,0.481159,-0.334119,0.346234,,,,,
